"ISO3","ISO2","COUNTRY","REPORTSITE_CODE","ISO_YEAR","ISO_WEEK","ISO_START_DATE","ISO_END_DATE","MEASURE_CODE","VIRUSTYPE_CODE","VIRUS_SUB_CODE","ValueString","ValueNumeric"
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","ANOTSUBTYPED",14,14
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","TOTAL",26,26
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_B","BNOTDETERMINED",4,4
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_B","TOTAL",4,4
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","NEG_VIRUS","TOTAL",182,182
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","SPEC_PROCESSED_NB",,,67,67
"SAU","SA","Saudi Arabia","SA01",2019,1,"2018-12-31","2019-01-06","SPEC_RECEIVED_NB",,,212,212
"SAU","SA","Saudi Arabia","SA01",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","ALL_INF","TOTAL",0,0
"SAU","SA","Saudi Arabia","SA01",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","TOTAL",0,0
"SAU","SA","Saudi Arabia","SA01",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_B","TOTAL",0,0
"SAU","SA","Saudi Arabia","SA01",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","NEG_VIRUS","TOTAL",18,18
"SAU","SA","Saudi Arabia","SA01",2019,2,"2019-01-07","2019-01-13","SPEC_PROCESSED_NB",,,7,7
"SAU","SA","Saudi Arabia","SA01",2019,2,"2019-01-07","2019-01-13","SPEC_RECEIVED_NB",,,18,18
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","ALL_INF","TOTAL",4,4
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","AH1N12009",3,3
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","AH3",1,1
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","AH5",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","AH7N9",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","ANOTSUBTYPED",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","AOTHER_SUBTYPE",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_A","TOTAL",4,4
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_B","BNOTDETERMINED",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_B","BVICTORIA",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_B","BYAMAGATA",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","INF_B","TOTAL",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","NEG_VIRUS","TOTAL",20,20
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","DETECTED_NB","OTHER_VIRUS","TOTAL",0,0
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","SPEC_PROCESSED_NB",,,24,24
"SRB","RS","Serbia","RS02",2019,1,"2018-12-31","2019-01-06","SPEC_RECEIVED_NB",,,24,24
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","ALL_INF","TOTAL",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","AH1N12009",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","AH3",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","AH5",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","AH7N9",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","ANOTSUBTYPED",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","AOTHER_SUBTYPE",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_A","TOTAL",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_B","BNOTDETERMINED",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_B","BVICTORIA",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_B","BYAMAGATA",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","INF_B","TOTAL",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","NEG_VIRUS","TOTAL",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","ADENO",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","BOCA",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","METAPNEUMO",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","OTHER",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","PARAINFLUENZA",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","RHINO",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","RSV",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","DETECTED_NB","OTHER_VIRUS","TOTAL",0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","SPEC_PROCESSED_NB",,,0,0
"ZMB","ZM","Zambia","ZM01      ",2019,2,"2019-01-07","2019-01-13","SPEC_RECEIVED_NB",,,0,0
