"ISO3","ISO2","COUNTRY","REPORTSITE_CODE","ISO_YEAR","ISO_Week","MEASURE_CODE","AGEGROUP_CODE","ValueString","ValueNumeric"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","15TO49","44","44"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","2TO4","74","74"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","15TO49","74","74"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","5TO14","70","70"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","0TO1","163","163"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","All","463","463"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_CASES","65TO","27","27"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","0TO1","151","151"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","0TO1","143","143"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","15TO49","76","76"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","All","500","500"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","50TO64","53","53"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","65TO","52","52"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","65TO","30","30"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","5TO14","56","56"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_CASES","5TO14","69","69"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","2TO4","84","84"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_CASES","65TO","41","41"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_CASES","0TO1","153","153"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","All","387","387"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","50TO64","38","38"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","50TO64","57","57"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_CASES","5TO14","68","68"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_CASES","2TO4","76","76"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","5TO14","1990","1990"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","0TO1","3068","3068"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","2TO4","2562","2562"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","0TO1","2825","2825"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","All","11900","11900"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","0TO1","2931","2931"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","65TO","1314","1314"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","15TO49","2017","2017"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","65TO","1277","1277"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","50TO64","1364","1364"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","5TO14","1744","1744"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","All","12166","12166"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","65TO","1398","1398"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","5TO14","1725","1725"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","50TO64","1334","1334"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","2TO4","2366","2366"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","15TO49","2112","2112"
"AFG","AF","Afghanistan","AFG001",2019,7,"ILI_OUTPATIENTS","0TO1","2965","2965"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","All","12093","12093"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","2TO4","2415","2415"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","65TO","1655","1655"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","2TO4","2196","2196"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","15TO49","2100","2100"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","2TO4","2255","2255"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","50TO64","1420","1420"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","65TO","1426","1426"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","65TO","1235","1235"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","2TO4","2582","2582"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","0TO1","3243","3243"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","All","13354","13354"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","15TO49","1938","1938"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","5TO14","2180","2180"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","50TO64","1867","1867"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","2TO4","2497","2497"
"AFG","AF","Afghanistan","AFG001",2019,11,"ILI_OUTPATIENTS","15TO49","2330","2330"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","5TO14","1736","1736"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","15TO49","2141","2141"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","65TO","1318","1318"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","50TO64","1422","1422"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","0TO1","3070","3070"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","65TO","1264","1264"
"AFG","AF","Afghanistan","AFG001",2019,1,"ILI_OUTPATIENTS","65TO","1312","1312"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","15TO49","2206","2206"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","50TO64","1799","1799"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","2TO4","2304","2304"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","All","11705","11705"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","50TO64","1332","1332"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","5TO14","1870","1870"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","50TO64","1827","1827"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","0TO1","2651","2651"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","5TO14","1823","1823"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","All","12157","12157"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","50TO64","1337","1337"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","5TO14","1858","1858"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","All","12219","12219"
"AFG","AF","Afghanistan","AFG001",2019,3,"ILI_OUTPATIENTS","65TO","1271","1271"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","15TO49","2022","2022"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","0TO1","3330","3330"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","15TO49","2139","2139"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","All","11932","11932"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","5TO14","1684","1684"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","0TO1","2503","2503"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","50TO64","1302","1302"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","5TO14","1775","1775"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","65TO","1354","1354"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","15TO49","1860","1860"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","2TO4","2471","2471"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","0TO1","3163","3163"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","2TO4","2152","2152"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","65TO","1342","1342"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","All","11439","11439"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","50TO64","1381","1381"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","2TO4","2404","2404"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","50TO64","1477","1477"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","All","11848","11848"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","5TO14","1913","1913"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","15TO49","2151","2151"
"AFG","AF","Afghanistan","AFG001",2019,4,"ILI_OUTPATIENTS","2TO4","2210","2210"
"AFG","AF","Afghanistan","AFG001",2019,13,"ILI_OUTPATIENTS","65TO","1230","1230"
"AFG","AF","Afghanistan","AFG001",2019,8,"ILI_OUTPATIENTS","All","11602","11602"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","15TO49","1807","1807"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","All","10266","10266"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","0TO1","2048","2048"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","15TO49","1250","1250"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","2TO4","1614","1614"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","50TO64","1758","1758"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","65TO","1100","1100"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","65TO","1039","1039"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","5TO14","1746","1746"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","2TO4","2016","2016"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","50TO64","1680","1680"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","0TO1","2874","2874"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","50TO64","883","883"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","All","10886","10886"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","2TO4","2043","2043"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","0TO1","2788","2788"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","All","10649","10649"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","65TO","1117","1117"
"AFG","AF","Afghanistan","AFG001",2019,6,"ILI_OUTPATIENTS","0TO1","2944","2944"
"AFG","AF","Afghanistan","AFG001",2019,20,"ILI_OUTPATIENTS","50TO64","1343","1343"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","5TO14","1714","1714"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","All","11493","11493"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","65TO","1231","1231"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","65TO","1292","1292"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","5TO14","1763","1763"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","50TO64","1703","1703"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","2TO4","2115","2115"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","15TO49","2039","2039"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","65TO","1310","1310"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","All","11574","11574"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","15TO49","1825","1825"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","All","11484","11484"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","15TO49","1976","1976"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","0TO1","2729","2729"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","5TO14","1709","1709"
"AFG","AF","Afghanistan","AFG001",2019,15,"ILI_OUTPATIENTS","2TO4","1993","1993"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","0TO1","2809","2809"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","15TO49","2144","2144"
"AFG","AF","Afghanistan","AFG001",2019,16,"ILI_OUTPATIENTS","2TO4","1920","1920"
"AFG","AF","Afghanistan","AFG001",2019,14,"ILI_OUTPATIENTS","0TO1","2662","2662"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","65TO","726","726"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","5TO14","1646","1646"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","All","10980","10980"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","65TO","1062","1062"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","5TO14","1674","1674"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","50TO64","1228","1228"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","2TO4","2079","2079"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","5TO14","1582","1582"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","0TO1","2968","2968"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","All","7590","7590"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","15TO49","2135","2135"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","50TO64","1374","1374"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","2TO4","2312","2312"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","15TO49","1834","1834"
"AFG","AF","Afghanistan","AFG001",2019,10,"ILI_OUTPATIENTS","0TO1","2865","2865"
"AFG","AF","Afghanistan","AFG001",2019,5,"ILI_OUTPATIENTS","All","12236","12236"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","All","12124","12124"
"AFG","AF","Afghanistan","AFG001",2019,12,"ILI_OUTPATIENTS","0TO1","2575","2575"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","5TO14","1892","1892"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","15TO49","1882","1882"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","2TO4","1858","1858"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","15TO49","1832","1832"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","0TO1","2827","2827"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","2TO4","2071","2071"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","50TO64","1069","1069"
"AFG","AF","Afghanistan","AFG001",2019,22,"ILI_OUTPATIENTS","5TO14","1474","1474"
"AFG","AF","Afghanistan","AFG001",2019,21,"ILI_OUTPATIENTS","50TO64","1184","1184"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","All","11495","11495"
"AFG","AF","Afghanistan","AFG001",2019,19,"ILI_OUTPATIENTS","0TO1","3055","3055"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","50TO64","1516","1516"
"AFG","AF","Afghanistan","AFG001",2019,2,"ILI_OUTPATIENTS","15TO49","2061","2061"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","15TO49","1769","1769"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","0TO1","2847","2847"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","65TO","1144","1144"
"AFG","AF","Afghanistan","AFG001",2019,18,"ILI_OUTPATIENTS","All","10716","10716"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","65TO","1218","1218"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","5TO14","1698","1698"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","50TO64","1633","1633"
"AFG","AF","Afghanistan","AFG001",2019,17,"ILI_OUTPATIENTS","2TO4","1843","1843"
"AFG","AF","Afghanistan","AFG001",2019,23,"ILI_OUTPATIENTS","5TO14","1069","1069"
"AFG","AF","Afghanistan","AFG001",2019,9,"ILI_OUTPATIENTS","5TO14","1787","1787"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","5TO14","18","18"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","50TO64","26","26"
"AFG","AF","Afghanistan","AFG001",2019,22,"SARI_CASES","0TO1","52","52"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","0TO1","76","76"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","2TO4","33","33"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","15TO49","16","16"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","15TO49","20","20"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","All","97","97"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","2TO4","34","34"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","15TO49","14","14"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","0TO1","89","89"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","50TO64","26","26"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","50TO64","14","14"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","2TO4","36","36"
"AFG","AF","Afghanistan","AFG001",2019,2,"SARI_CASES","2TO4","64","64"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","65TO","17","17"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","5TO14","20","20"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","5TO14","24","24"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","2TO4","35","35"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","UNKNOWN","0","0"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","65TO","11","11"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","5TO14","13","13"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","50TO64","12","12"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","2TO4","17","17"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","15TO49","13","13"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","0TO1","64","64"
"AFG","AF","Afghanistan","AFG001",2019,3,"SARI_CASES","0TO1","165","165"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","50TO64","26","26"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","0TO1","86","86"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","65TO","29","29"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","15TO49","18","18"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","0TO1","43","43"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","15TO49","7","7"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","0TO1","67","67"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","All","193","193"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","65TO","17","17"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","5TO14","17","17"
"AFG","AF","Afghanistan","AFG001",2019,12,"SARI_CASES","50TO64","21","21"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","2TO4","19","19"
"AFG","AF","Afghanistan","AFG001",2019,20,"SARI_CASES","15TO49","11","11"
"AFG","AF","Afghanistan","AFG001",2019,19,"SARI_CASES","All","130","130"
"AFG","AF","Afghanistan","AFG001",2019,22,"SARI_CASES","2TO4","18","18"
"AFG","AF","Afghanistan","AFG001",2019,8,"SARI_CASES","5TO14","24","24"
"AFG","AF","Afghanistan","AFG001",2019,8,"SARI_CASES","50TO64","32","32"
"AFG","AF","Afghanistan","AFG001",2019,8,"SARI_CASES","2TO4","48","48"
"AFG","AF","Afghanistan","AFG001",2019,8,"SARI_CASES","15TO49","27","27"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","0TO1","94","94"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","65TO","25","25"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","65TO","30","30"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","5TO14","11","11"
"AFG","AF","Afghanistan","AFG001",2019,22,"SARI_CASES","65TO","9","9"
"AFG","AF","Afghanistan","AFG001",2019,20,"SARI_CASES","All","137","137"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","65TO","7","7"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","5TO14","21","21"
"AFG","AF","Afghanistan","AFG001",2019,17,"SARI_CASES","65TO","13","13"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","0TO1","93","93"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","15TO49","17","17"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","2TO4","31","31"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","50TO64","20","20"
"AFG","AF","Afghanistan","AFG001",2019,23,"SARI_CASES","50TO64","10","10"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","5TO14","27","27"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","15TO49","24","24"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","0TO1","108","108"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","All","217","217"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","All","209","209"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","65TO","22","22"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","5TO14","19","19"
"AFG","AF","Afghanistan","AFG001",2019,13,"SARI_CASES","50TO64","19","19"
"AFG","AF","Afghanistan","AFG001",2019,11,"SARI_CASES","All","207","207"
"AFG","AF","Afghanistan","AFG001",2019,22,"SARI_CASES","50TO64","12","12"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","All","241","241"
"AFG","AF","Afghanistan","AFG001",2019,22,"SARI_CASES","5TO14","10","10"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","2TO4","36","36"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","All","175","175"
"AFG","AF","Afghanistan","AFG001",2019,10,"SARI_CASES","All","210","210"
"AFG","AF","Afghanistan","AFG001",2019,9,"SARI_CASES","15TO49","28","28"
"AFG","AF","Afghanistan","AFG001",2019,8,"SARI_CASES","All","270","270"
"AFG","AF","Afghanistan","AFG001",2019,15,"SARI_CASES","65TO","15","15"
"AFG","AF","Afghanistan","AFG001",2019,22,"SARI_CASES","All","111","111"
"AFG","AF","Afghanistan","AFG001",2019,14,"SARI_CASES","2TO4","34","34"
"AFG","AF","Afghanistan","AFG001",2019,8,"SARI_CASES","65TO","21","21"
"AFG","AF","Afghanistan","AFG001",2019,1,"SARI_CASES","65TO","45","45"
"AFG","AF","Afghanistan","AFG001",2019,17,"SARI_CASES","15TO49","9","9"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","All","286","286"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","65TO","34","34"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","5TO14","26","26"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","50TO64","36","36"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","2TO4","38","38"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","0TO1","126","126"
"AFG","AF","Afghanistan","AFG001",2019,6,"SARI_CASES","5TO14","23","23"
"AFG","AF","Afghanistan","AFG001",2019,16,"SARI_CASES","15TO49","11","11"
"AFG","AF","Afghanistan","AFG001",2019,1,"SARI_CASES","50TO64","43","43"
"AFG","AF","Afghanistan","AFG001",2019,21,"SARI_CASES","All","133","133"
"AFG","AF","Afghanistan","AFG001",2019,1,"SARI_CASES","2TO4","58","58"
"AFG","AF","Afghanistan","AFG001",2019,1,"SARI_CASES","All","370","370"
"AFG","AF","Afghanistan","AFG001",2019,21,"SARI_CASES","65TO","11","11"
"AFG","AF","Afghanistan","AFG001",2019,6,"SARI_CASES","All","277","277"
"AFG","AF","Afghanistan","AFG001",2019,2,"SARI_CASES","15TO49","34","34"
"AFG","AF","Afghanistan","AFG001",2019,7,"SARI_CASES","15TO49","26","26"
"AFG","AF","Afghanistan","AFG001",2019,3,"SARI_CASES","65TO","38","38"
"AFG","AF","Afghanistan","AFG001",2019,18,"SARI_CASES","65TO","16","16"
"AFG","AF","Afghanistan","AFG001",2019,18,"SARI_CASES","5TO14","15","15"
"AFG","AF","Afghanistan","AFG001",2019,18,"SARI_CASES","50TO64","13","13"
"AFG","AF","Afghanistan","AFG001",2019,17,"SARI_CASES","2TO4","22","22"
"AFG","AF","Afghanistan","AFG001",2019,16,"SARI_CASES","2TO4","31","31"
